QuestionId,SubjectId
7126,"[3, 71, 86, 178]"
5064,"[3, 32, 44, 235]"
14642,"[3, 32, 44, 235]"
6155,"[3, 32, 44, 235]"
9286,"[3, 32, 44, 235]"
13243,"[3, 101, 348, 1266]"
5932,"[3, 101, 348, 1266]"
3506,"[3, 32, 36, 224]"
25062,"[3, 32, 33, 144]"
22527,"[3, 32, 37, 144, 219, 1203]"
21894,"[3, 32, 42, 144, 210, 1203]"
4190,"[3, 32, 36, 144, 224, 1203]"
23472,"[3, 32, 144, 204]"
2279,"[3, 32, 33, 144]"
935,"[3, 32, 44, 233]"
23280,"[3, 32, 40, 245]"
23042,"[3, 32, 36, 144, 202, 204, 224]"
14908,"[3, 32, 41, 144, 331, 1203]"
19799,"[3, 32, 144, 204]"
16333,"[3, 32, 144, 204]"
4473,"[3, 32, 144, 207]"
4277,"[3, 32, 144, 204]"
24401,"[3, 32, 33, 144]"
1868,"[3, 32, 37, 219]"
15592,"[3, 32, 46, 334]"
27312,"[3, 32, 36, 144, 224, 1203]"
22754,"[3, 32, 33, 144]"
12505,"[3, 32, 37, 220]"
8003,"[3, 49, 153, 256]"
16464,"[3, 49, 153, 256]"
13403,"[3, 49, 153, 256]"
23208,"[3, 49, 153, 256]"
17711,"[3, 32, 36, 224]"
8836,"[3, 32, 33, 144]"
25976,"[3, 32, 37, 220]"
889,"[3, 49, 50, 152]"
9582,"[3, 49, 50, 152]"
24561,"[3, 49, 64, 154]"
20191,"[3, 49, 64, 154]"
3560,"[3, 49, 64, 154]"
1710,"[3, 49, 62, 70, 251]"
26782,"[3, 49, 52, 62, 70, 153]"
11857,"[3, 49, 62, 251]"
1985,"[3, 49, 62, 70, 251]"
9760,"[3, 32, 40, 247]"
240,"[3, 32, 40, 247]"
18561,"[3, 49, 58, 158]"
13024,"[3, 32, 37, 221]"
26668,"[3, 32, 37, 221]"
10339,"[3, 32, 37, 221]"
20708,"[3, 32, 37, 221]"
3279,"[3, 32, 37, 221]"
16528,"[3, 32, 37, 221]"
19897,"[3, 32, 37, 221]"
5508,"[3, 32, 39, 226]"
24202,"[3, 32, 39, 226]"
20475,"[3, 32, 39, 226]"
18876,"[3, 32, 39, 226]"
23654,"[3, 32, 39, 231]"
78,"[3, 32, 39, 232]"
15570,"[3, 32, 39, 229, 232]"
5356,"[3, 101, 102, 338]"
19298,"[3, 71, 73, 74]"
2357,"[3, 49, 64, 154]"
10676,"[3, 32, 42, 211]"
18007,"[3, 32, 144, 204, 208]"
19041,"[3, 32, 36, 223]"
1943,"[3, 32, 36, 224]"
22809,"[3, 49, 71, 81, 174, 278, 406, 1213, 1219]"
13457,"[3, 32, 49, 62, 64, 70, 144, 154, 203]"
12408,"[3, 101, 103, 106, 338, 342]"
6247,"[3, 101, 106, 110, 342, 348]"
25170,"[3, 49, 54, 262]"
10316,"[3, 49, 54, 259]"
11061,"[3, 49, 62, 251]"
9755,"[3, 151, 313, 474]"
20526,"[3, 32, 144, 200]"
1318,"[3, 49, 62, 67, 70, 156, 157]"
14994,"[3, 32, 141, 213]"
25826,"[3, 32, 141, 214]"
13894,"[3, 32, 141, 214]"
16436,"[3, 32, 141, 215]"
4675,"[3, 32, 141, 215]"
7872,"[3, 71, 86, 178]"
3910,"[3, 71, 86, 178]"
10639,"[3, 71, 86, 178, 655]"
7766,"[3, 49, 59, 1172]"
21475,"[3, 49, 59, 1172]"
4765,"[3, 32, 36, 223]"
9379,"[3, 71, 86, 178]"
8973,"[3, 71, 86, 178]"
17099,"[3, 49, 59, 1172]"
2509,"[3, 32, 36, 223]"
3518,"[3, 32, 144, 205]"
4655,"[3, 32, 144, 204]"
3050,"[3, 32, 144, 202]"
15940,"[3, 32, 33, 144]"
27414,"[3, 32, 144, 203]"
7821,"[3, 49, 81, 406]"
24166,"[3, 32, 144, 204]"
20578,"[3, 32, 141, 213]"
24276,"[3, 32, 144, 204]"
7932,"[3, 32, 39, 227]"
20529,"[3, 32, 1980]"
10091,"[3, 32, 37, 220]"
12809,"[3, 32, 33, 144]"
24744,"[3, 32, 44, 234]"
24081,"[3, 101, 102, 338]"
4425,"[3, 101, 102, 338]"
24380,"[3, 101, 338, 339]"
8927,"[3, 32, 38, 238]"
15797,"[3, 32, 44, 1165]"
24718,"[3, 101, 113, 1976]"
14803,"[3, 101, 342, 343]"
15578,"[3, 101, 108, 342]"
19910,"[3, 101, 113, 337]"
22835,"[3, 101, 102, 338]"
20416,"[3, 101, 113, 337]"
25289,"[3, 49, 153, 254]"
26283,"[3, 32, 141, 214]"
12022,"[3, 32, 141, 215]"
22562,"[3, 32, 37, 219]"
25703,"[3, 32, 37, 220]"
5282,"[3, 32, 33, 144]"
7568,"[3, 32, 38, 237]"
1575,"[3, 32, 40, 245]"
22054,"[3, 49, 62, 251]"
16468,"[3, 49, 50, 152]"
10142,"[3, 49, 52, 153]"
7567,"[3, 49, 64, 154]"
775,"[3, 49, 60, 156]"
12102,"[3, 49, 54, 262]"
21668,"[3, 49, 61, 171]"
14084,"[3, 32, 46, 240, 334]"
307,"[3, 32, 46, 241]"
20437,"[3, 32, 44, 233]"
2949,"[3, 32, 44, 236]"
13931,"[3, 32, 38, 238]"
10579,"[3, 32, 40, 144, 246, 1203]"
9377,"[3, 32, 41, 331]"
8050,"[3, 32, 41, 331]"
18189,"[3, 32, 41, 331]"
7592,"[3, 32, 41, 331]"
6444,"[3, 71, 97, 281]"
26745,"[3, 119, 146, 437]"
13540,"[3, 101, 110, 348]"
7590,"[3, 32, 37, 219]"
2632,"[3, 32, 37, 220]"
19230,"[3, 32, 37, 220]"
17542,"[3, 32, 144, 204, 208]"
16254,"[3, 32, 144, 204, 207]"
3141,"[3, 71, 88, 174]"
4144,"[3, 71, 88, 174]"
17437,"[3, 71, 88, 174]"
19861,"[3, 32, 44, 233]"
8937,"[3, 32, 39, 225, 229]"
13366,"[3, 71, 100, 176, 189, 1214]"
26870,"[3, 71, 176, 177]"
24913,"[3, 71, 74, 76]"
24586,"[3, 71, 74, 76]"
20159,"[3, 32, 46, 71, 98, 195, 1647, 1985]"
12906,"[3, 32, 44, 1165]"
7919,"[3, 32, 44, 233]"
24988,"[3, 32, 44, 233]"
12469,"[3, 32, 44, 233]"
11390,"[3, 32, 46, 240]"
12121,"[3, 32, 46, 240]"
12615,"[3, 32, 46, 241]"
10942,"[3, 101, 102, 118, 338, 340, 341, 342]"
19124,"[3, 49, 62, 64, 154, 253]"
21284,"[3, 49, 64, 154]"
9975,"[3, 49, 62, 1174]"
10667,"[3, 32, 40, 47]"
12684,"[3, 32, 40, 47]"
22890,"[3, 49, 64, 154]"
1118,"[3, 49, 64, 154]"
18735,"[3, 49, 64, 154]"
20797,"[3, 101, 112, 348, 349]"
13469,"[3, 71, 91, 275]"
8954,"[3, 71, 74, 183]"
9370,"[3, 71, 74, 439]"
4380,"[3, 71, 174, 1987]"
8386,"[3, 71, 92, 93, 95, 278]"
25727,"[3, 101, 112, 348, 349]"
5176,"[3, 32, 44, 234]"
65,"[3, 32, 40, 247]"
13889,"[3, 49, 64, 154]"
25700,"[3, 49, 64, 154]"
12600,"[3, 71, 77, 186]"
15546,"[3, 32, 45, 101, 244, 342, 1265]"
740,"[3, 101, 117, 342]"
15121,"[3, 49, 154, 1210]"
14929,"[3, 32, 1980]"
13902,"[3, 49, 51, 152]"
5162,"[3, 32, 1980]"
6017,"[3, 32, 38, 237]"
13694,"[3, 32, 36, 222]"
17764,"[3, 71, 98, 197]"
23356,"[3, 32, 144, 204]"
9688,"[3, 32, 144, 204]"
17672,"[3, 32, 144, 204]"
7412,"[3, 32, 36, 223]"
7317,"[3, 32, 39, 225]"
21349,"[3, 71, 86, 178]"
26303,"[3, 32, 144, 1203]"
16785,"[3, 101, 342, 1265]"
14079,"[3, 101, 102, 338]"
19803,"[3, 101, 342, 1265]"
25707,"[3, 32, 144, 204, 207]"
17802,"[3, 32, 44, 233]"
27231,"[3, 49, 64, 154]"
6540,"[3, 71, 74, 180]"
22486,"[3, 71, 98, 195]"
27567,"[3, 71, 75, 178]"
2867,"[3, 101, 109, 342]"
10680,"[3, 101, 111, 348]"
26509,"[3, 71, 95, 278]"
24711,"[3, 71, 95, 278]"
19211,"[3, 71, 98, 209]"
13485,"[3, 71, 98, 209]"
476,"[3, 71, 98, 209]"
7761,"[3, 71, 98, 209]"
1684,"[3, 32, 40, 245]"
21884,"[3, 32, 40, 245]"
10267,"[3, 32, 40, 245]"
11041,"[3, 32, 40, 245]"
11946,"[3, 32, 1980]"
5075,"[3, 71, 174, 1988]"
21693,"[3, 71, 174, 1988]"
118,"[3, 71, 174, 1988]"
23188,"[3, 32, 37, 220]"
9016,"[3, 32, 37, 220]"
9838,"[3, 32, 37, 220]"
1026,"[3, 71, 74, 439]"
17456,"[3, 71, 74, 439]"
26706,"[3, 71, 74, 439]"
783,"[3, 71, 74, 439]"
24257,"[3, 71, 174, 175]"
16023,"[3, 71, 174, 175]"
22929,"[3, 71, 174, 175]"
10115,"[3, 71, 74, 439]"
12476,"[3, 71, 74, 181]"
16863,"[3, 71, 74, 181]"
16332,"[3, 71, 74, 181]"
12709,"[3, 71, 73, 74]"
5928,"[3, 71, 73, 74]"
11756,"[3, 71, 73, 74]"
16208,"[3, 71, 74, 181]"
11333,"[3, 101, 109, 342]"
2529,"[3, 101, 109, 342]"
19013,"[3, 101, 109, 342]"
2025,"[3, 101, 109, 342]"
13885,"[3, 101, 109, 342]"
8339,"[3, 101, 109, 342]"
4602,"[3, 101, 103, 338]"
8159,"[3, 101, 103, 338]"
21491,"[3, 101, 113, 1976]"
4497,"[3, 101, 113, 1976]"
6331,"[3, 101, 113, 336]"
23460,"[3, 101, 106, 342]"
4758,"[3, 101, 106, 342]"
9948,"[3, 101, 106, 342]"
7840,"[3, 101, 113, 337]"
2021,"[3, 101, 113, 337]"
9664,"[3, 101, 103, 338]"
15892,"[3, 101, 102, 338, 339]"
833,"[3, 101, 338, 339]"
20961,"[3, 101, 102, 338]"
19286,"[3, 101, 103, 338]"
6546,"[3, 101, 102, 338]"
9079,"[3, 101, 102, 338]"
6788,"[3, 32, 35, 44, 217, 1165]"
9500,"[3, 32, 44, 234]"
27326,"[3, 32, 44, 234]"
20404,"[3, 32, 44, 234]"
23702,"[3, 32, 44, 234]"
10202,"[3, 32, 35, 44, 217, 233]"
9260,"[3, 32, 44, 233]"
23210,"[3, 32, 44, 233]"
2561,"[3, 32, 44, 233]"
27551,"[3, 32, 44, 233]"
23050,"[3, 32, 44, 233]"
7466,"[3, 32, 44, 233]"
16402,"[3, 32, 36, 223]"
4335,"[3, 32, 36, 223]"
24264,"[3, 32, 36, 223]"
9841,"[3, 32, 36, 224]"
25141,"[3, 32, 36, 224]"
21180,"[3, 32, 36, 224]"
14740,"[3, 32, 36, 224]"
25003,"[3, 32, 36, 224]"
23597,"[3, 32, 144, 202]"
9840,"[3, 32, 144, 202]"
1921,"[3, 32, 144, 202]"
1341,"[3, 32, 44, 233]"
160,"[3, 49, 71, 81, 95, 278, 1180]"
12455,"[3, 49, 81, 1180]"
23184,"[3, 32, 42, 211]"
10690,"[3, 32, 42, 211]"
12361,"[3, 32, 42, 211]"
17316,"[3, 32, 42, 211]"
26571,"[3, 49, 81, 406]"
22933,"[3, 49, 81, 406]"
19971,"[3, 49, 81, 406]"
21760,"[3, 49, 81, 406]"
2731,"[3, 49, 81, 406]"
17920,"[3, 49, 81, 406]"
19349,"[3, 32, 37, 220]"
1831,"[3, 32, 37, 219]"
809,"[3, 32, 37, 221]"
13937,"[3, 32, 37, 221]"
21011,"[3, 32, 37, 221]"
21381,"[3, 32, 37, 221]"
15552,"[3, 32, 37, 221]"
21179,"[3, 101, 342, 344]"
22065,"[3, 101, 342, 344]"
13717,"[3, 101, 342, 344]"
12997,"[3, 32, 37, 1160, 1980]"
22448,"[3, 32, 37, 1160, 1980]"
4651,"[3, 32, 37, 221, 1980]"
15129,"[3, 32, 37, 1160, 1980]"
26229,"[3, 32, 37, 221]"
26626,"[3, 32, 37, 221]"
8240,"[3, 32, 37, 221]"
10383,"[3, 32, 37, 219]"
11273,"[3, 32, 37, 219]"
26848,"[3, 32, 37, 219]"
17418,"[3, 32, 40, 245, 246]"
15905,"[3, 32, 40, 246]"
4219,"[3, 32, 40, 246]"
9829,"[3, 49, 64, 154]"
8246,"[3, 49, 64, 154]"
6486,"[3, 49, 64, 154]"
4049,"[3, 49, 64, 154]"
6148,"[3, 49, 64, 154]"
15583,"[3, 49, 64, 154]"
1777,"[3, 49, 62, 251]"
16760,"[3, 49, 62, 251]"
14130,"[3, 49, 62, 251]"
7962,"[3, 49, 62, 251]"
2812,"[3, 49, 67, 156]"
7290,"[3, 49, 67, 156]"
9181,"[3, 49, 67, 156]"
11745,"[3, 49, 67, 156]"
17009,"[3, 49, 67, 156]"
20896,"[3, 49, 62, 70]"
15191,"[3, 49, 62, 70]"
25127,"[3, 49, 62, 70]"
2470,"[3, 49, 154, 649]"
7176,"[3, 49, 154, 649]"
20788,"[3, 49, 61, 173]"
22673,"[3, 49, 61, 173]"
1686,"[3, 49, 61, 171]"
1101,"[3, 71, 100, 189]"
12697,"[3, 71, 176, 177]"
5798,"[3, 71, 176, 177]"
15353,"[3, 71, 176, 177]"
24486,"[3, 71, 176, 177]"
14453,"[3, 71, 176, 177]"
9815,"[3, 71, 75, 178]"
8591,"[3, 71, 75, 178]"
22532,"[3, 71, 75, 178]"
20369,"[3, 71, 86, 178]"
2575,"[3, 71, 75, 178]"
23546,"[3, 71, 86, 178]"
17278,"[3, 71, 74, 183]"
16634,"[3, 71, 88, 174]"
23694,"[3, 71, 88, 174]"
13918,"[3, 71, 98, 195]"
24532,"[3, 71, 98, 197]"
26523,"[3, 71, 98, 1985]"
11347,"[3, 71, 98, 197]"
17643,"[3, 71, 98, 198]"
17248,"[3, 71, 98, 198]"
8396,"[3, 71, 98, 209]"
21223,"[3, 32, 35, 40, 218, 245]"
12637,"[3, 32, 35, 40, 141, 216, 218, 245]"
3226,"[3, 101, 111, 348]"
17416,"[3, 101, 111, 348]"
1391,"[3, 101, 111, 348]"
757,"[3, 101, 111, 348]"
1590,"[3, 101, 111, 348]"
22217,"[3, 101, 117, 342]"
33,"[3, 101, 117, 342]"
7883,"[3, 101, 106, 342]"
26204,"[3, 101, 106, 342]"
5769,"[3, 101, 108, 342]"
1588,"[3, 101, 103, 338]"
4743,"[3, 101, 338, 340]"
7285,"[3, 32, 40, 247]"
15599,"[3, 101, 102, 338]"
6911,"[3, 101, 102, 338]"
18603,"[3, 32, 40, 47]"
25355,"[3, 101, 102, 338]"
15063,"[3, 32, 40, 47]"
17557,"[3, 101, 102, 338]"
12810,"[3, 71, 93, 278]"
25643,"[3, 71, 93, 278]"
9567,"[3, 71, 93, 278]"
4657,"[3, 71, 74, 182]"
14345,"[3, 71, 74, 182]"
20798,"[3, 71, 74, 182]"
4571,"[3, 71, 74, 182]"
18150,"[3, 32, 141, 214]"
18117,"[3, 32, 38, 239]"
15986,"[3, 32, 38, 239]"
1203,"[3, 32, 38, 239]"
1521,"[3, 32, 36, 222]"
11724,"[3, 32, 36, 224]"
22493,"[3, 32, 36, 223]"
27016,"[3, 32, 36, 223]"
23116,"[3, 32, 42, 212]"
9499,"[3, 32, 42, 212]"
13814,"[3, 32, 42, 212]"
27512,"[3, 32, 42, 211]"
26495,"[3, 32, 42, 211]"
17402,"[3, 32, 42, 211]"
23872,"[3, 32, 42, 211]"
10026,"[3, 32, 42, 210]"
14499,"[3, 32, 42, 210]"
12192,"[3, 32, 144, 203]"
4315,"[3, 32, 33, 144]"
1034,"[3, 32, 1980]"
5274,"[3, 32, 1980]"
6054,"[3, 32, 39, 232]"
24750,"[3, 32, 39, 231]"
3086,"[3, 32, 39, 230]"
11974,"[3, 32, 39, 230]"
13863,"[3, 32, 39, 230]"
21482,"[3, 32, 39, 230]"
3778,"[3, 32, 39, 229]"
17390,"[3, 32, 39, 228]"
8327,"[3, 32, 39, 230]"
2503,"[3, 32, 39, 225]"
5258,"[3, 32, 39, 225]"
22064,"[3, 32, 39, 1162]"
12242,"[3, 32, 39, 1162]"
19781,"[3, 32, 46, 1647]"
9805,"[3, 32, 46, 1059]"
25678,"[3, 32, 46, 240]"
11764,"[3, 32, 46, 240]"
11546,"[3, 32, 46, 242]"
2892,"[3, 32, 46, 242]"
5715,"[3, 32, 46, 241]"
15666,"[3, 32, 46, 334]"
24269,"[3, 32, 46, 144, 242, 1203]"
24489,"[3, 32, 46, 1647]"
17126,"[3, 71, 89, 271]"
18763,"[3, 71, 89, 271]"
19406,"[3, 71, 89, 271]"
25262,"[3, 71, 89, 271]"
24859,"[3, 71, 89, 271]"
26286,"[3, 71, 87, 176]"
6630,"[3, 71, 87, 176]"
11966,"[3, 71, 87, 176]"
719,"[3, 71, 176, 657]"
694,"[3, 71, 176, 657]"
20906,"[3, 71, 77, 186]"
3414,"[3, 71, 77, 186]"
17130,"[3, 71, 77, 186]"
9229,"[3, 71, 77, 185]"
9527,"[3, 71, 77, 185]"
10360,"[3, 71, 77, 185]"
4589,"[3, 71, 77, 184]"
2875,"[3, 71, 77, 184]"
6105,"[3, 71, 77, 184]"
7704,"[3, 71, 77, 184]"
25076,"[3, 71, 77, 184]"
5585,"[3, 71, 77, 184]"
13545,"[3, 49, 64, 154]"
19182,"[3, 49, 64, 154]"
13371,"[3, 49, 64, 154]"
8969,"[3, 49, 64, 154]"
13,"[3, 49, 64, 154]"
10962,"[3, 49, 65, 154]"
25916,"[3, 49, 64, 154]"
22958,"[3, 49, 64, 154]"
16655,"[3, 49, 51, 152]"
15033,"[3, 49, 51, 152]"
24058,"[3, 49, 51, 152]"
12795,"[3, 49, 51, 152]"
6415,"[3, 49, 50, 152]"
16066,"[3, 49, 50, 152]"
24456,"[3, 49, 50, 152]"
7469,"[3, 49, 50, 152]"
5303,"[3, 49, 50, 152]"
25092,"[3, 49, 50, 152]"
5293,"[3, 49, 61, 171]"
14606,"[3, 49, 61, 171]"
9438,"[3, 49, 61, 171]"
10162,"[3, 49, 61, 171]"
2794,"[3, 49, 61, 171]"
2166,"[3, 101, 110, 348]"
24325,"[3, 101, 348, 349]"
11614,"[3, 101, 111, 348]"
4696,"[3, 101, 111, 348]"
26746,"[3, 101, 111, 348]"
21759,"[3, 101, 111, 348]"
6760,"[3, 101, 115, 342]"
5882,"[3, 101, 115, 342]"
11604,"[3, 101, 115, 342]"
24291,"[3, 101, 115, 342]"
20891,"[3, 101, 105, 342]"
24184,"[3, 101, 105, 342]"
7417,"[3, 101, 105, 342]"
22459,"[3, 101, 105, 342]"
4370,"[3, 101, 105, 342]"
16770,"[3, 101, 103, 338]"
2640,"[3, 101, 103, 338]"
4573,"[3, 101, 338, 340]"
17665,"[3, 101, 102, 338]"
19653,"[3, 101, 102, 338]"
23369,"[3, 32, 144, 203, 205]"
266,"[3, 32, 144, 203, 205]"
14050,"[3, 71, 98, 199, 1985]"
21851,"[3, 32, 41, 331]"
17785,"[3, 32, 144, 204]"
3666,"[3, 32, 144, 204]"
27359,"[3, 71, 174, 1987, 1988]"
14235,"[3, 101, 106, 342]"
8667,"[3, 32, 331, 332]"
4511,"[3, 32, 331, 332]"
12038,"[3, 32, 331, 332]"
17398,"[3, 32, 141, 216]"
14897,"[3, 32, 141, 216]"
3534,"[3, 32, 141, 216]"
27450,"[3, 32, 141, 216]"
26293,"[3, 32, 141, 216]"
11142,"[3, 32, 141, 216]"
8636,"[3, 32, 141, 215]"
16944,"[3, 32, 141, 215]"
13591,"[3, 32, 141, 215]"
16422,"[3, 32, 141, 215]"
17231,"[3, 32, 141, 215]"
12957,"[3, 32, 141, 215]"
10673,"[3, 32, 141, 215]"
24258,"[3, 32, 141, 215]"
15589,"[3, 32, 141, 215]"
13531,"[3, 49, 64, 154]"
26674,"[3, 32, 44, 233]"
8450,"[3, 32, 38, 238]"
4287,"[3, 32, 46, 241]"
20994,"[3, 49, 61, 171]"
1154,"[3, 49, 64, 154]"
26151,"[3, 71, 88, 174]"
1878,"[3, 71, 74, 182, 183]"
17376,"[3, 101, 109, 342]"
6100,"[3, 71, 77, 185]"
4119,"[3, 71, 92, 278]"
21968,"[3, 71, 92, 278]"
19791,"[3, 71, 92, 278]"
23528,"[3, 71, 92, 278]"
23232,"[3, 49, 54, 263]"
22965,"[3, 49, 54, 262]"
1035,"[3, 49, 54, 263]"
1145,"[3, 49, 54, 264]"
2935,"[3, 49, 54, 264]"
6188,"[3, 49, 54, 257]"
23857,"[3, 49, 54, 257]"
17167,"[3, 49, 54, 259]"
10157,"[3, 49, 54, 259]"
14214,"[3, 49, 54, 259]"
5866,"[3, 49, 54, 260]"
3637,"[3, 49, 54, 260]"
27327,"[3, 49, 54, 259]"
11116,"[3, 49, 54, 259]"
512,"[3, 49, 54, 258]"
23436,"[3, 49, 54, 258]"
15984,"[3, 49, 54, 258]"
17588,"[3, 49, 54, 258]"
7539,"[3, 49, 54, 261]"
6997,"[3, 49, 54, 261]"
15777,"[3, 49, 54, 261]"
18362,"[3, 71, 83, 193]"
19178,"[3, 71, 83, 193]"
7394,"[3, 71, 83, 193]"
27550,"[3, 71, 83, 193]"
7333,"[3, 71, 83, 193]"
24069,"[3, 71, 83, 193]"
25991,"[3, 71, 74, 76]"
23923,"[3, 71, 74, 76]"
5673,"[3, 71, 74, 76]"
8391,"[3, 71, 74, 76]"
26620,"[3, 71, 74, 76]"
13252,"[3, 71, 79, 269]"
14508,"[3, 71, 79, 269]"
24238,"[3, 71, 79, 269]"
14094,"[3, 71, 79, 269]"
15373,"[3, 71, 79, 269]"
26249,"[3, 71, 79, 269]"
14825,"[3, 32, 33, 144]"
16218,"[3, 32, 42, 211]"
21648,"[3, 32, 42, 144, 203, 205, 206, 211]"
24278,"[3, 71, 74, 183]"
24475,"[3, 71, 91, 275]"
11109,"[3, 71, 91, 275]"
1071,"[3, 32, 101, 144, 203, 205, 348, 350]"
21343,"[3, 32, 33, 144]"
13634,"[3, 101, 106, 342]"
14324,"[3, 32, 46, 1647]"
25641,"[3, 32, 45, 46, 243, 1647]"
17693,"[3, 101, 342, 344]"
27157,"[3, 101, 111, 348, 353]"
18349,"[3, 49, 54, 656]"
17461,"[3, 49, 54, 656]"
13990,"[3, 119, 146, 437]"
13328,"[3, 71, 178, 179]"
11417,"[3, 71, 89, 271]"
18804,"[3, 32, 39, 228]"
14056,"[3, 71, 178, 179]"
20811,"[3, 32, 39, 225]"
8724,"[3, 101, 102, 338, 339]"
20606,"[3, 101, 102, 338, 339]"
27564,"[3, 101, 338, 341]"
25636,"[3, 101, 104, 342]"
9900,"[3, 101, 104, 342]"
6948,"[3, 101, 104, 342]"
23585,"[3, 101, 104, 342]"
21849,"[3, 101, 342, 343]"
10552,"[3, 101, 342, 343]"
16307,"[3, 101, 342, 343]"
26047,"[3, 101, 342, 343]"
27242,"[3, 101, 342, 343]"
1648,"[3, 101, 113, 337]"
16378,"[3, 101, 113, 337]"
3238,"[3, 101, 104, 342]"
24021,"[3, 101, 104, 342]"
18293,"[3, 101, 342, 343]"
20830,"[3, 101, 114, 338]"
22797,"[3, 32, 42, 1164]"
24971,"[3, 32, 42, 211]"
4401,"[3, 32, 144, 1203]"
19017,"[3, 49, 55, 1171]"
1238,"[3, 49, 55, 1171]"
21533,"[3, 49, 67, 156]"
6020,"[3, 32, 44, 236]"
27381,"[3, 32, 40, 47]"
649,"[3, 32, 40, 47]"
14778,"[3, 32, 40, 47]"
13669,"[3, 32, 40, 47]"
19374,"[3, 49, 62, 252]"
17181,"[3, 32, 40, 247]"
15424,"[3, 32, 40, 1163]"
15706,"[3, 32, 40, 247]"
2755,"[3, 32, 40, 247]"
16932,"[3, 32, 40, 247]"
14474,"[3, 32, 40, 247]"
11551,"[3, 32, 40, 245]"
12837,"[3, 49, 57, 158]"
19773,"[3, 49, 57, 158]"
27002,"[3, 32, 40, 247]"
11377,"[3, 32, 40, 247]"
8325,"[3, 32, 48, 249]"
2490,"[3, 71, 178, 179]"
1095,"[3, 71, 178, 179]"
23669,"[3, 71, 86, 178]"
13330,"[3, 71, 94, 278]"
26425,"[3, 71, 94, 278]"
3255,"[3, 71, 94, 278]"
27027,"[3, 71, 94, 278]"
26350,"[3, 71, 94, 278]"
21557,"[3, 71, 97, 279]"
17243,"[3, 71, 97, 279]"
123,"[3, 71, 97, 279]"
23354,"[3, 71, 97, 279]"
21161,"[3, 71, 97, 279]"
19108,"[3, 71, 97, 279]"
6332,"[3, 71, 97, 279]"
20409,"[3, 71, 77, 178, 179, 187]"
18110,"[3, 71, 77, 185]"
22830,"[3, 151, 313, 474]"
14406,"[3, 71, 1176]"
2493,"[3, 101, 102, 338]"
25756,"[3, 32, 141, 213]"
25722,"[3, 32, 39, 228]"
12818,"[3, 71, 74, 181]"
22824,"[3, 32, 39, 230]"
12943,"[3, 32, 39, 230]"
7894,"[3, 32, 39, 230]"
18260,"[3, 32, 39, 230]"
306,"[3, 32, 39, 230]"
10411,"[3, 32, 39, 230]"
21018,"[3, 32, 39, 229, 230]"
14292,"[3, 32, 39, 229, 230]"
17723,"[3, 32, 39, 229, 230]"
6578,"[3, 32, 40, 47]"
21134,"[3, 32, 40, 47]"
21278,"[3, 32, 40, 47]"
6130,"[3, 32, 38, 237]"
2849,"[3, 32, 38, 239]"
18653,"[3, 32, 38, 238]"
18205,"[3, 32, 38, 238]"
12744,"[3, 32, 38, 239]"
17999,"[3, 32, 38, 1082]"
11038,"[3, 32, 38, 1082]"
4860,"[3, 32, 38, 1082]"
24012,"[3, 32, 36, 1159]"
19943,"[3, 32, 36, 1159]"
12323,"[3, 32, 38, 237]"
20250,"[3, 32, 38, 237]"
14135,"[3, 32, 38, 237]"
12655,"[3, 32, 38, 237]"
13397,"[3, 32, 38, 237]"
10481,"[3, 32, 39, 230]"
23558,"[3, 32, 39, 230]"
13731,"[3, 32, 44, 233]"
9971,"[3, 32, 36, 224]"
4855,"[3, 32, 36, 224]"
13556,"[3, 32, 38, 1082]"
17866,"[3, 32, 38, 1082]"
26186,"[3, 32, 144, 208]"
26232,"[3, 49, 62, 70]"
17090,"[3, 49, 62, 70]"
26343,"[3, 49, 62, 70]"
3019,"[3, 49, 60, 156]"
8407,"[3, 49, 60, 156]"
7504,"[3, 49, 63, 154]"
27524,"[3, 49, 63, 154]"
15560,"[3, 49, 63, 154]"
13050,"[3, 49, 65, 154]"
19948,"[3, 49, 65, 154]"
19074,"[3, 49, 53, 153]"
7180,"[3, 49, 53, 153]"
1910,"[3, 49, 53, 153]"
13078,"[3, 49, 53, 153]"
23221,"[3, 49, 52, 153]"
10608,"[3, 49, 52, 153]"
16440,"[3, 49, 52, 153]"
1900,"[3, 49, 52, 153]"
646,"[3, 32, 37, 219]"
21758,"[3, 49, 51, 62, 152, 251]"
27378,"[3, 49, 153, 254]"
14826,"[3, 49, 153, 254]"
27167,"[3, 49, 53, 153]"
13525,"[3, 101, 348, 1266]"
23957,"[3, 71, 90, 272]"
12723,"[3, 71, 90, 272]"
8080,"[3, 71, 90, 272]"
13905,"[3, 71, 90, 272]"
26865,"[3, 71, 90, 272]"
12869,"[3, 71, 100, 189]"
4894,"[3, 71, 100, 188]"
16263,"[3, 71, 100, 188]"
20206,"[3, 71, 100, 189]"
6637,"[3, 71, 100, 189]"
18135,"[3, 71, 100, 189]"
3499,"[3, 71, 100, 188]"
6886,"[3, 71, 100, 188]"
8760,"[3, 71, 100, 189]"
27141,"[3, 71, 72, 271]"
18081,"[3, 71, 72, 271]"
11396,"[3, 71, 272, 273]"
6069,"[3, 71, 272, 273]"
25458,"[3, 71, 272, 273]"
3668,"[3, 71, 272, 273]"
5733,"[3, 71, 272, 273]"
22306,"[3, 71, 80, 272]"
